id,name,buy,sell,supply,demand
27379,"Honed Iron Greatsword",160,323,143,135
27380,"Strong Soft Wood Torch of Venom",108,204,120,187
27381,"Strong Soft Wood Torch of Venom",107,197,95,427
27382,"Honed Iron Greatsword",146,299,144,331
27383,"Hearty Iron Greatsword",109,295,100,831
27384,"Berserker's Soft Wood Torch of Earth",109,195,158,8
27385,"Hearty Iron Greatsword",150,305,154,207
27386,"Berserker's Soft Wood Torch of the Geomancer",119,196,114,524
27387,"Hearty Iron Greatsword",145,255,146,406
27388,"Berserker's Soft Wood Torch of Accuracy",153,189,218,296
27389,"Berserker's Soft Wood Torch of Force",199,200,440,889
27390,"Hearty Iron Greatsword",139,300,162,290
27391,"Rampager's Soft Wood Torch of Ogre Slaying",110,203,242,179
27392,"Hearty Iron Greatsword",144,244,181,238
27393,"Rampager's Soft Wood Torch of Fire",123,207,200,303
27394,"Strong Iron Greatsword",123,426,169,224
27395,"Rampager's Soft Wood Torch of Accuracy",129,197,125,375
27396,"Vigorous Iron Greatsword",160,313,156,413
27397,"Rampager's Soft Wood Torch of Earth",133,196,524,8
27398,"Strong Iron Greatsword",143,312,172,404
27399,"Strong Iron Greatsword",153,319,160,263
27400,"Cleric's Soft Wood Torch of Air",109,190,165,138
27401,"Strong Iron Greatsword",157,289,189,468
27402,"Cleric's Soft Wood Torch of Debility",151,199,135,1133
27403,"Strong Iron Greatsword",146,307,208,250
27404,"Cleric's Soft Wood Torch of Agony",129,189,558,460
27405,"Strong Iron Greatsword",175,304,129,363
27406,"Cleric's Soft Wood Torch of Venom",140,210,428,49
27407,"Berserker's Soft Wood Torch of Fire",120,245,171,97
27408,"Strong Iron Greatsword",118,250,111,529
27409,"Berserker's Soft Wood Torch of the Geomancer",125,200,177,168
27410,"Strong Iron Greatsword",117,220,132,258
27411,"Honed Iron Greatsword",143,296,155,194
27412,"Berserker's Soft Wood Torch of Earth",130,190,472,346
27413,"Berserker's Soft Wood Torch of Blood",133,188,406,832
27414,"Honed Iron Greatsword",154,290,107,337
27415,"Rampager's Soft Wood Torch of Venom",114,299,76,21
27416,"Honed Iron Greatsword",151,279,140,555
27417,"Rampager's Soft Wood Torch of Serpent Slaying",151,198,164,97
27418,"Honed Iron Greatsword",132,220,110,773
27419,"Hearty Iron Greatsword",154,699,65,279
27420,"Rampager's Soft Wood Torch of Air",135,210,416,113
27421,"Rampager's Soft Wood Torch of Earth",138,278,1115,133
27422,"Hearty Iron Greatsword",149,310,120,438
27423,"Hearty Iron Greatsword",166,209,107,494
27424,"Hearty Iron Greatsword",99,149,133,104
27425,"Strong Iron Greatsword",201,220,128,303
27426,"Strong Soft Wood Torch of Air",167,900,140,131
27427,"Strong Iron Greatsword",157,275,146,399
27428,"Strong Soft Wood Torch of Chilling",184,1353,217,236
27429,"Strong Soft Wood Torch of Chilling",166,1261,77,274
27430,"Strong Iron Greatsword",127,190,157,577
27431,"Strong Iron Greatsword",89,200,170,466
27432,"Honed Soft Wood Torch of Battle",192,948,117,463
27433,"Honed Soft Wood Torch of Restoration",187,1044,230,306
27434,"Berserker's Iron Greatsword",104,287,145,83
27435,"Honed Soft Wood Torch of the Hydromancer",463,1563,41,130
27436,"Berserker's Iron Greatsword",92,124,167,317
27437,"Hearty Soft Wood Torch of Peril",476,1723,96,76
27438,"Berserker's Iron Greatsword",91,157,269,32
27439,"Berserker's Iron Greatsword",98,111,666,194
27440,"Berserker's Soft Wood Torch of Hobbling",618,1727,143,148
27441,"Berserker's Soft Wood Torch of Blood",1331,2775,82,111
27442,"Berserker's Iron Greatsword",100,110,327,14
27443,"Berserker's Soft Wood Torch of Fire",2340,3752,49,139
27444,"Rampager's Iron Greatsword",115,143,153,368
27445,"Rampager's Iron Greatsword",100,113,221,89
27446,"Berserker's Soft Wood Torch of Restoration",2886,4000,196,110
27447,"Rampager's Iron Greatsword",92,118,131,89
27448,"Rampager's Soft Wood Torch of Energy",654,1948,68,174
27449,"Rampager's Soft Wood Torch of Force",2776,3489,71,55
27450,"Rampager's Iron Greatsword",100,108,563,309
27451,"Rampager's Iron Greatsword",100,109,290,7
27452,"Rampager's Soft Wood Torch of Air",3300,3700,75,88
27453,"Cleric's Iron Greatsword",99,140,280,15
27454,"Rampager's Soft Wood Torch of Restoration",3152,4099,185,219
27455,"Cleric's Soft Wood Torch of Smoldering",700,1958,110,49
27456,"Cleric's Iron Greatsword",94,130,308,77
27457,"Cleric's Soft Wood Torch of Venom",2921,3618,25,61
27458,"Cleric's Iron Greatsword",99,108,609,311
27459,"Cleric's Iron Greatsword",0,155,322,0
27460,"Cleric's Soft Wood Torch of the Hydromancer",2817,3591,307,470
27461,"Berserker's Iron Greatsword",88,129,97,84
27462,"Cleric's Soft Wood Torch of Peril",2950,4089,217,154
27463,"Berserker's Iron Greatsword",0,167,367,0
27464,"Berserker's Soft Wood Torch of Peril",3025,4000,36,101
27465,"Berserker's Soft Wood Torch of Corruption",2993,3574,272,148
27466,"Berserker's Iron Greatsword",99,110,357,61
27467,"Berserker's Soft Wood Torch of Water",3099,4088,181,220
27468,"Berserker's Iron Greatsword",100,114,330,20
27469,"Rampager's Soft Wood Torch of the Geomancer",3034,3900,31,58
27470,"Rampager's Soft Wood Torch of Grawl Slaying",2611,4001,382,319
27471,"Rampager's Soft Wood Torch of the Hydromancer",2809,4040,429,151
27472,"Cleric's Soft Wood Torch of Debility",2702,3889,30,118
27473,"Cleric's Soft Wood Torch of Corruption",3004,3650,197,227
27474,"Cleric's Soft Wood Torch of Corruption",2917,4016,291,117
27475,"Berserker's Soft Wood Staff of Rage",29101,44896,31,60
27476,"Berserker's Soft Wood Staff of Perception",23273,33698,108,162
27477,"Berserker's Soft Wood Staff of Debility",20001,33996,113,48
27478,"Bramblethorne",32605,39500,148,24
27479,"Rampager's Soft Wood Staff of Stamina",30890,40862,28,85
27480,"Rampager's Soft Wood Staff of Ice",20512,29898,76,129
27481,"Rampager's Soft Wood Staff of Venom",25506,33496,114,40
27482,"Memory of the Sky",34509,40000,97,77
27483,"Cleric's Soft Wood Staff of Smoldering",15773,50000,21,53
27484,"Cleric's Soft Wood Staff of Corruption",26894,31111,23,34
27485,"Deathwish",61907,79900,59,147
27486,"Berserker's Soft Wood Staff of Grawl Slaying",30353,46564,17,142
27487,"Berserker's Soft Wood Staff of Peril",50362,69989,9,80
27489,"Mighty Iron Greatsword of Water",195,490,1674,3805
27490,"Rampager's Soft Wood Staff of Chilling",22766,39900,21,38
27491,"Mighty Iron Greatsword of Force",381,600,979,2886
27492,"Strong Iron Greatsword of Bloodlust",191,519,573,1757
27493,"Rampager's Soft Wood Staff of Perception",35511,41100,37,12
27494,"Strong Iron Greatsword of Hobbling",205,650,649,1909
27495,"Emberspire",35000,41227,122,62
27496,"Cleric's Soft Wood Staff of Purity",23102,33596,71,57
27497,"Honed Iron Greatsword of Water",188,587,145,685
27498,"Imryldyeen",46112,54589,101,162
27499,"Honed Iron Greatsword of Earth",173,444,61,238
27500,"Rampager's Soft Wood Staff of Rage",20601,33489,101,50
27501,"Hearty Iron Greatsword of the Geomancer",224,458,817,1054
27502,"Silence",30933,39815,140,34
27503,"Strong Iron Greatsword of Debility",168,320,205,437
27504,"Mighty Soft Wood Staff",1941,3386,219,3551
27505,"Strong Iron Greatsword of Fire",202,395,498,1659
27506,"Mighty Soft Wood Staff",59,303,229,733
27507,"Strong Iron Greatsword of Grawl Slaying",210,350,214,1310
27508,"Mighty Soft Wood Staff",57,354,189,759
27509,"Strong Iron Greatsword of Peril",192,390,142,932
27510,"Mighty Soft Wood Staff",61,200,171,529
27511,"Honed Iron Greatsword of Peril",201,341,192,484
27512,"Precise Soft Wood Staff",83,582,363,1039
27513,"Honed Iron Greatsword of Fire",181,443,154,341
27514,"Precise Soft Wood Staff",57,248,152,640
27515,"Honed Iron Greatsword of Agony",174,363,165,101
27516,"Honed Iron Greatsword of Chilling",162,359,112,448
27517,"Precise Soft Wood Staff",57,138,95,468
27518,"Precise Soft Wood Staff",60,149,172,388
27519,"Hearty Iron Greatsword of Chilling",181,276,148,134
27520,"Hearty Iron Greatsword of Bloodlust",168,198,67,286
27521,"Vital Soft Wood Staff",111,624,513,1510
27522,"Hearty Iron Greatsword of Air",170,314,77,412
27523,"Vital Soft Wood Staff",69,99,475,492
27524,"Vital Soft Wood Staff",63,230,109,350
27525,"Strong Iron Greatsword of Blood",188,598,208,799
27526,"Vital Soft Wood Staff",64,150,98,1316
27527,"Strong Iron Greatsword of Bloodlust",216,445,583,624
27528,"Mighty Soft Wood Staff",4312,6006,107,1849
27529,"Berserker's Iron Greatsword of Peril",192,490,477,291
27530,"Mighty Soft Wood Staff",56,250,200,1099
27531,"Berserker's Iron Greatsword of Accuracy",173,460,189,112
27532,"Berserker's Iron Greatsword of the Geomancer",211,535,129,97
27533,"Mighty Soft Wood Staff",55,150,83,660
27534,"Mighty Soft Wood Staff",77,164,386,965
27535,"Berserker's Iron Greatsword of the Geomancer",211,540,491,1301
27536,"Strong Soft Wood Staff",40,185,177,14
27537,"Rampager's Iron Greatsword of Chilling",0,350,128,0
27538,"Strong Soft Wood Staff",123,161,150,700
27539,"Rampager's Iron Greatsword of Earth",223,293,102,336
27540,"Rampager's Iron Greatsword of Blood",226,258,248,1226
27541,"Strong Soft Wood Staff",108,134,271,93
27542,"Strong Soft Wood Staff",86,124,91,21
27543,"Cleric's Iron Greatsword of Venom",163,334,137,42
27544,"Cleric's Iron Greatsword of Blood",203,423,192,234
27545,"Honed Soft Wood Staff",74,130,212,289
27546,"Cleric's Iron Greatsword of Bloodlust",205,598,364,582
27547,"Honed Soft Wood Staff",106,196,110,223
27548,"Honed Soft Wood Staff",111,125,163,411
27549,"Cleric's Iron Greatsword of Blood",268,497,844,1865
27550,"Berserker's Iron Greatsword of Water",167,580,144,56
27551,"Honed Soft Wood Staff",88,210,104,211
27552,"Berserker's Iron Greatsword of Blood",208,552,233,276
27553,"Hearty Soft Wood Staff",119,178,125,317
27554,"Hearty Soft Wood Staff",114,170,177,144
27555,"Berserker's Iron Greatsword of Smoldering",206,405,124,142
27556,"Berserker's Iron Greatsword of Fire",229,329,1163,6885
27557,"Hearty Soft Wood Staff",104,126,132,408
27558,"Rampager's Iron Greatsword of Agony",0,448,126,0
27559,"Hearty Soft Wood Staff",88,122,136,127
27560,"Hearty Soft Wood Staff",64,252,45,130
27561,"Rampager's Iron Greatsword of Accuracy",211,417,119,99
27562,"Strong Soft Wood Staff",106,210,134,354
27563,"Rampager's Iron Greatsword of the Hydromancer",198,498,149,1401
27564,"Rampager's Iron Greatsword of Ogre Slaying",217,354,469,1810
27565,"Vigorous Soft Wood Staff",106,160,214,163
27566,"Strong Soft Wood Staff",60,130,53,100
27567,"Strong Soft Wood Staff",87,140,117,159
27568,"Strong Soft Wood Staff",72,172,190,1064
27569,"Strong Iron Greatsword of Agony",4190,6999,132,128
27570,"Strong Iron Greatsword of Energy",3910,6488,106,279
27571,"Strong Soft Wood Staff",64,162,76,132
27572,"Strong Soft Wood Staff",72,128,149,37
27573,"Strong Iron Greatsword of Smoldering",3276,9891,22,65
27574,"Strong Soft Wood Staff",76,122,209,77
27575,"Honed Iron Greatsword of Blood",8118,15000,62,315
27576,"Honed Iron Greatsword of Bloodlust",3644,5422,171,582
27577,"Strong Soft Wood Staff",77,149,202,37
27578,"Honed Soft Wood Staff",60,179,184,132
27579,"Honed Iron Greatsword of Battle",4315,6007,66,60
27580,"Honed Soft Wood Staff",73,121,128,299
27581,"Hearty Iron Greatsword of Ice",3914,7593,43,92
27582,"Berserker's Iron Greatsword of Restoration",6545,15540,58,332
27583,"Honed Soft Wood Staff",96,133,210,69
27584,"Honed Soft Wood Staff",81,121,195,192
27585,"Berserker's Iron Greatsword of Air",3002,43002,34,80
27586,"Hearty Soft Wood Staff",77,139,165,135
27587,"Berserker's Iron Greatsword of Bloodlust",5393,7729,69,344
27588,"Berserker's Iron Greatsword of Hobbling",5419,6400,826,708
27589,"Hearty Soft Wood Staff",74,154,114,27
27590,"Rampager's Iron Greatsword of Bloodlust",4139,5999,103,76
27591,"Hearty Soft Wood Staff",98,121,157,36
27592,"Hearty Soft Wood Staff",85,150,88,112
27593,"Rampager's Iron Greatsword of Ice",3054,6558,55,70
27594,"Rampager's Iron Greatsword of Blood",5343,6291,157,292
27595,"Strong Soft Wood Staff",88,129,220,94
27596,"Strong Soft Wood Staff",92,144,167,146
27597,"Rampager's Iron Greatsword of Grawl Slaying",5334,6300,499,864
27598,"Cleric's Iron Greatsword of Debility",2692,6148,83,75
27599,"Strong Soft Wood Staff",80,132,231,51
27600,"Strong Soft Wood Staff",83,121,204,46
27601,"Cleric's Iron Greatsword of Force",3875,7337,43,87
27602,"Berserker's Soft Wood Staff",86,135,83,42
27603,"Cleric's Iron Greatsword of Perception",5101,6378,647,500
27604,"Berserker's Soft Wood Staff",86,200,173,142
27605,"Cleric's Iron Greatsword of Venom",6016,6594,1067,733
27606,"Berserker's Iron Greatsword of Air",10523,20167,50,213
27607,"Berserker's Soft Wood Staff",97,210,47,47
27608,"Berserker's Iron Greatsword of Life",5002,6498,505,785
27609,"Berserker's Soft Wood Staff",101,189,554,266
27610,"Berserker's Iron Greatsword of Air",5912,9900,344,616
27611,"Berserker's Soft Wood Staff",113,125,526,332
27612,"Rampager's Iron Greatsword of Grawl Slaying",3773,9795,42,171
27613,"Rampager's Soft Wood Staff",100,122,169,91
27614,"Rampager's Iron Greatsword of Earth",5101,5801,545,631
27615,"Rampager's Soft Wood Staff",86,140,79,67
27616,"Rampager's Soft Wood Staff",92,121,239,44
27617,"Rampager's Iron Greatsword of Ice",5900,6898,1082,624
27618,"Cleric's Iron Greatsword of Accuracy",4180,6799,59,94
27619,"Rampager's Soft Wood Staff",99,185,519,233
27620,"Cleric's Iron Greatsword of Accuracy",5102,6995,632,732
27621,"Rampager's Soft Wood Staff",117,120,510,237
27622,"Cleric's Iron Greatsword of Debility",5301,7897,695,921
27623,"Cleric's Soft Wood Staff",0,200,90,0
27624,"Cleric's Soft Wood Staff",114,129,271,145
27625,"Cleric's Soft Wood Staff",101,140,379,67
27626,"Cleric's Soft Wood Staff",103,119,847,136
27627,"Berserker's Soft Wood Staff",0,145,182,0
27628,"Berserker's Iron Hammer of Air",16007,31795,31,73
27629,"Berserker's Soft Wood Staff",112,130,197,97
27630,"Berserker's Iron Hammer of Blood",15455,23885,61,69
27631,"Berserker's Soft Wood Staff",108,185,475,329
27632,"Berserker's Iron Hammer of Fire",20546,31494,134,63
27633,"Berserker's Soft Wood Staff",112,159,279,69
27634,"The Punisher",23202,27400,79,95
27635,"Rampager's Iron Hammer of Perception",15461,23318,58,54
27636,"Rampager's Iron Hammer of Purity",11780,58096,20,50
27637,"Rampager's Iron Hammer of Ogre Slaying",15291,22220,61,86
27638,"Magmaton",31413,38723,165,223
27639,"Cleric's Iron Hammer of Accuracy",18919,26027,30,32
27640,"Cleric's Iron Hammer of Corruption",18131,28998,23,40
27641,"The Ugly Stick",90002,93500,80,91
27642,"Berserker's Iron Hammer of Energy",93043,130093,15,63
27643,"Berserker's Iron Hammer of Ogre Slaying",19178,30095,12,32
27644,"Ironfist",23312,29193,101,37
27645,"Rampager's Iron Hammer of Energy",95344,144494,11,34
27646,"Rampager's Iron Hammer of Grawl Slaying",12047,22000,14,24
27647,"The Briny Deep",40404,51797,100,78
27648,"Cleric's Iron Hammer of Stamina",16592,29070,56,57
27649,"Remnant of Ascalon",18399,23312,49,68
27650,"Rampager's Iron Hammer of Purity",16455,24554,52,74
27652,"Mighty Iron Hammer",94,150,1135,2985
27653,"Mighty Iron Hammer",88,333,1847,1665
27654,"Mighty Iron Hammer",93,199,389,400
27655,"Mighty Iron Hammer",83,122,317,893
27656,"Precise Iron Hammer",61,111,148,1864
27657,"Precise Iron Hammer",71,150,82,806
27658,"Precise Iron Hammer",55,165,118,758
27659,"Mighty Soft Wood Staff of Hobbling",108,270,407,443
27660,"Mighty Soft Wood Staff of Fire",138,442,1312,616
27661,"Precise Iron Hammer",56,139,47,505
27662,"Vital Iron Hammer",59,111,411,1136
27663,"Strong Soft Wood Staff of Air",113,277,527,329
27664,"Vital Iron Hammer",61,157,118,829
27665,"Strong Soft Wood Staff of Earth",105,298,183,1062
27666,"Vital Iron Hammer",71,110,63,1606
27667,"Honed Soft Wood Staff of Ogre Slaying",106,200,162,305
27668,"Vital Iron Hammer",73,215,70,1157
27669,"Honed Soft Wood Staff of Agony",109,225,157,236
27670,"Mighty Iron Hammer",84,167,2484,1532
27671,"Hearty Soft Wood Staff of Bloodlust",116,299,454,21
27672,"Mighty Iron Hammer",91,149,1319,2453
27673,"Strong Soft Wood Staff of the Geomancer",111,211,244,197
27674,"Mighty Iron Hammer",79,112,73,1077
27675,"Strong Soft Wood Staff of Agony",122,200,316,206
27676,"Strong Soft Wood Staff of the Geomancer",0,190,242,0
27677,"Mighty Iron Hammer",105,150,103,977
27678,"Strong Soft Wood Staff of Hobbling",0,189,279,0
27679,"Strong Iron Hammer",105,169,213,104
27680,"Honed Soft Wood Staff of Ogre Slaying",112,200,220,43
27681,"Strong Iron Hammer",120,154,206,582
27682,"Honed Soft Wood Staff of Serpent Slaying",0,249,246,0
27683,"Strong Iron Hammer",106,155,184,122
27684,"Strong Iron Hammer",106,150,158,241
27685,"Honed Soft Wood Staff of Ice",137,211,246,13
27686,"Honed Iron Hammer",105,169,79,419
27687,"Honed Soft Wood Staff of Air",148,194,176,4
27688,"Honed Iron Hammer",112,283,155,230
27689,"Hearty Soft Wood Staff of Blood",127,225,410,46
27690,"Hearty Soft Wood Staff of Ice",0,213,221,0
27691,"Honed Iron Hammer",90,201,184,55
27692,"Hearty Soft Wood Staff of the Geomancer",151,199,177,5
27693,"Honed Iron Hammer",106,155,161,128
27694,"Hearty Iron Hammer",123,173,165,440
27695,"Strong Soft Wood Staff of Water",143,198,318,5
27696,"Strong Soft Wood Staff of Debility",154,224,261,9
27697,"Hearty Iron Hammer",119,193,242,407
27698,"Berserker's Soft Wood Staff of Smoldering",0,260,133,0
27699,"Hearty Iron Hammer",105,163,160,325
27700,"Hearty Iron Hammer",105,153,182,105
27701,"Berserker's Soft Wood Staff of Water",172,311,83,9
27702,"Hearty Iron Hammer",106,160,140,383
27703,"Berserker's Soft Wood Staff of Air",262,349,311,234
27704,"Strong Iron Hammer",117,202,203,301
27705,"Berserker's Soft Wood Staff of Force",0,228,307,0
27706,"Rampager's Soft Wood Staff of Corruption",163,224,282,10
27707,"Vigorous Iron Hammer",107,172,267,468
27708,"Rampager's Soft Wood Staff of Water",175,200,223,82
27709,"Strong Iron Hammer",106,155,211,104
27710,"Rampager's Soft Wood Staff of Hobbling",202,240,171,239
27711,"Strong Iron Hammer",105,179,176,537
27712,"Rampager's Soft Wood Staff of the Geomancer",201,203,699,1324
27713,"Strong Iron Hammer",105,172,194,126
27714,"Strong Iron Hammer",106,159,185,95
27715,"Cleric's Soft Wood Staff of Chilling",0,220,314,0
27716,"Strong Iron Hammer",91,150,200,1015
27717,"Cleric's Soft Wood Staff of Smoldering",179,199,129,62
27718,"Cleric's Soft Wood Staff of Hobbling",191,223,863,457
27719,"Strong Iron Hammer",89,150,175,290
27720,"Strong Iron Hammer",102,200,167,357
27721,"Cleric's Soft Wood Staff of Smoldering",202,217,732,998
27722,"Berserker's Soft Wood Staff of Serpent Slaying",167,267,249,105
27723,"Honed Iron Hammer",105,182,168,142
27724,"Berserker's Soft Wood Staff of the Hydromancer",178,222,138,8
27725,"Honed Iron Hammer",102,178,166,224
27726,"Honed Iron Hammer",106,154,210,125
27727,"Berserker's Soft Wood Staff of Air",196,200,847,613
27728,"Berserker's Soft Wood Staff of Water",199,217,610,427
27729,"Honed Iron Hammer",96,167,140,56
27730,"Hearty Iron Hammer",91,155,137,262
27731,"Rampager's Soft Wood Staff of the Hydromancer",170,199,190,75
27732,"Hearty Iron Hammer",99,167,150,296
27733,"Rampager's Soft Wood Staff of Air",0,378,147,0
27734,"Rampager's Soft Wood Staff of the Geomancer",1,250,1041,1
27735,"Hearty Iron Hammer",118,159,202,64
27736,"Rampager's Soft Wood Staff of Water",200,222,889,343
27737,"Hearty Iron Hammer",90,122,154,328
27738,"Strong Iron Hammer",70,168,178,192
27739,"Strong Iron Hammer",106,199,113,70
27740,"Strong Soft Wood Staff of Agony",1795,3498,190,143
27741,"Strong Iron Hammer",103,164,142,298
27742,"Strong Soft Wood Staff of Fire",1137,3539,127,146
27743,"Strong Iron Hammer",84,120,244,254
27744,"Berserker's Iron Hammer",87,130,109,333
27745,"Strong Soft Wood Staff of Force",1169,4008,109,242
27746,"Honed Soft Wood Staff of Peril",5779,10234,64,138
27747,"Berserker's Iron Hammer",87,111,147,133
27748,"Honed Soft Wood Staff of Water",1216,3315,46,315
27749,"Berserker's Iron Hammer",91,125,308,128
27750,"Berserker's Iron Hammer",100,109,645,302
27751,"Honed Soft Wood Staff of Grawl Slaying",1521,2588,54,52
27752,"Berserker's Iron Hammer",106,150,356,544
27753,"Hearty Soft Wood Staff of the Hydromancer",941,2900,99,126
27754,"Berserker's Soft Wood Staff of Earth",2036,3397,87,239
27755,"Rampager's Iron Hammer",103,114,255,346
27756,"Rampager's Iron Hammer",88,128,152,62
27757,"Berserker's Soft Wood Staff of Ogre Slaying",1971,2970,19,115
27758,"Berserker's Soft Wood Staff of Blood",3276,6198,24,209
27759,"Rampager's Iron Hammer",91,295,306,35
27760,"Rampager's Iron Hammer",104,111,494,192
27761,"Berserker's Soft Wood Staff of Accuracy",5092,7875,368,439
27762,"Rampager's Iron Hammer",102,110,373,400
27763,"Rampager's Soft Wood Staff of Ogre Slaying",1120,3391,25,208
27764,"Cleric's Iron Hammer",87,119,325,41
27765,"Rampager's Soft Wood Staff of Serpent Slaying",3159,4557,25,39
27766,"Cleric's Iron Hammer",96,165,203,191
27767,"Rampager's Soft Wood Staff of Accuracy",4584,6845,159,248
27768,"Rampager's Soft Wood Staff of Corruption",5052,6000,1123,664
27769,"Cleric's Iron Hammer",102,109,806,72
27770,"Cleric's Iron Hammer",110,111,448,426
27771,"Cleric's Soft Wood Staff of Battle",1178,3697,41,112
27772,"Berserker's Iron Hammer",90,172,177,286
27773,"Cleric's Soft Wood Staff of the Hydromancer",3216,6398,50,27
27774,"Berserker's Iron Hammer",94,121,201,132
27775,"Cleric's Soft Wood Staff of Force",4495,5000,315,1368
27776,"Berserker's Iron Hammer",101,106,666,90
27777,"Cleric's Soft Wood Staff of Air",5117,6200,659,522
27778,"Berserker's Iron Hammer",105,116,384,364
27779,"Berserker's Soft Wood Staff of Water",5821,10155,59,116
27780,"Berserker's Soft Wood Staff of Restoration",4615,5998,195,399
27781,"Berserker's Soft Wood Staff of Bloodlust",5399,6799,448,602
27782,"Rampager's Soft Wood Staff of Fire",3694,6495,44,88
27783,"Rampager's Soft Wood Staff of Bloodlust",4591,4990,654,610
27784,"Rampager's Soft Wood Staff of Accuracy",5163,5962,898,541
27785,"Cleric's Soft Wood Staff of Energy",3701,5996,44,89
27786,"Cleric's Soft Wood Staff of Energy",4604,5200,159,415
27787,"Cleric's Soft Wood Staff of Force",5010,6464,916,659
27788,"Berserker's Soft Wood Short Bow of Nullification",13252,23109,35,133
27789,"Berserker's Soft Wood Short Bow of Perception",14355,19950,86,97
27790,"Berserker's Soft Wood Short Bow of Chilling",14906,21750,63,108
27791,"Éibhear Finn",17236,21451,76,53
27792,"Rampager's Soft Wood Short Bow of Corruption",18535,27409,15,87
27793,"Rampager's Soft Wood Short Bow of Rage",12025,19946,54,69
27794,"Rampager's Soft Wood Short Bow of Water",15422,19997,70,61
27795,"Bow of the Pale Stag",47134,53450,78,195
27796,"Cleric's Soft Wood Short Bow of Nullification",9635,20395,10,83
27797,"Cleric's Soft Wood Short Bow of Venom",10857,21529,22,51
27798,"Trosa's Short Bow",15504,25000,50,55
27799,"Berserker's Soft Wood Short Bow of Stamina",17379,28581,22,43
27800,"Berserker's Soft Wood Short Bow of Battle",58524,97971,14,139
27801,"Mighty Iron Hammer of Grawl Slaying",108,196,527,1731
27802,"Eir's Short Bow",25136,40566,55,172
27803,"Mighty Iron Hammer of Water",108,206,470,1862
27804,"Strong Iron Hammer of Hobbling",134,178,270,662
27805,"Rampager's Soft Wood Short Bow of Stamina",12093,20086,15,57
27806,"Rampager's Soft Wood Short Bow of Peril",11467,22423,12,52
27807,"Strong Iron Hammer of Water",125,224,162,752
27808,"Droknar's Short Bow",17624,25899,90,101
27809,"Honed Iron Hammer of the Geomancer",125,194,199,861
27810,"Cleric's Soft Wood Short Bow of Nullification",16319,21897,67,44
27811,"Honed Iron Hammer of Corruption",128,228,159,1148
27812,"Hearty Iron Hammer of Peril",115,320,69,117
27813,"Avirdanag",81998,89997,95,258
27814,"Rampager's Soft Wood Short Bow of Perception",14315,20900,95,141
27815,"Strong Iron Hammer of Agony",109,210,178,48
27816,"Strong Iron Hammer of Peril",0,199,118,0
27818,"Strong Iron Hammer of Accuracy",136,202,230,139
27819,"Mighty Soft Wood Short Bow",63,290,342,2022
27820,"Strong Iron Hammer of Water",0,210,171,0
27821,"Mighty Soft Wood Short Bow",60,157,530,1213
27822,"Mighty Soft Wood Short Bow",49,249,243,1090
27823,"Honed Iron Hammer of Accuracy",130,219,272,958
27824,"Honed Iron Hammer of Venom",150,188,238,232
27825,"Mighty Soft Wood Short Bow",50,155,59,166
27826,"Precise Soft Wood Short Bow",46,139,109,1222
27827,"Honed Iron Hammer of Fire",136,196,295,145
27828,"Honed Iron Hammer of Smoldering",0,199,152,0
27829,"Precise Soft Wood Short Bow",46,125,271,1350
27830,"Hearty Iron Hammer of Ice",133,188,220,234
27831,"Precise Soft Wood Short Bow",48,131,141,515
27832,"Hearty Iron Hammer of the Geomancer",0,263,250,0
27833,"Precise Soft Wood Short Bow",69,149,555,808
27834,"Hearty Iron Hammer of Smoldering",0,225,149,0
27835,"Vital Soft Wood Short Bow",49,105,166,790
27836,"Vital Soft Wood Short Bow",57,140,542,1398
27837,"Strong Iron Hammer of Grawl Slaying",0,207,210,0
27838,"Strong Iron Hammer of Accuracy",0,199,134,0
27839,"Vital Soft Wood Short Bow",49,199,112,700
27840,"Berserker's Iron Hammer of Ogre Slaying",0,400,219,0
27841,"Vital Soft Wood Short Bow",60,128,80,470
27842,"Berserker's Iron Hammer of Peril",1,197,343,1
27843,"Mighty Soft Wood Short Bow",61,187,325,1355
27844,"Berserker's Iron Hammer of Ogre Slaying",0,199,315,0
27845,"Mighty Soft Wood Short Bow",49,369,421,914
27846,"Berserker's Iron Hammer of Accuracy",0,200,928,0
27847,"Mighty Soft Wood Short Bow",50,120,65,647
27848,"Rampager's Iron Hammer of Accuracy",0,207,416,0
27849,"Mighty Soft Wood Short Bow",48,146,80,447
27850,"Rampager's Iron Hammer of Serpent Slaying",0,192,286,0
27851,"Strong Soft Wood Short Bow",66,154,107,66
27852,"Rampager's Iron Hammer of Venom",0,200,321,0
27853,"Strong Soft Wood Short Bow",101,155,225,209
27854,"Rampager's Iron Hammer of Venom",0,200,715,0
27855,"Strong Soft Wood Short Bow",89,188,203,164
27856,"Cleric's Iron Hammer of Chilling",0,199,229,0
27857,"Strong Soft Wood Short Bow",88,121,174,85
27858,"Cleric's Iron Hammer of Debility",0,221,261,0
27859,"Honed Soft Wood Short Bow",45,122,168,384
27860,"Cleric's Iron Hammer of Corruption",0,201,538,0
27861,"Honed Soft Wood Short Bow",88,169,160,116
27862,"Cleric's Iron Hammer of Air",0,200,810,0
27863,"Honed Soft Wood Short Bow",85,120,265,337
27864,"Berserker's Iron Hammer of Agony",0,206,216,0
27865,"Honed Soft Wood Short Bow",89,134,241,184
27866,"Berserker's Iron Hammer of Hobbling",0,200,263,0
