Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin,Level,Rarity,Item Type
Mini Vampire Bat,7646.2,37208,52772,471,153,20.549881745861,0,4,11
Mini Jack-a-lop,75511,500005,677080,1965,65,15.10204897951,0,5,11
Mini Colocal,1106.4,1853,3484,543,245,59.708580679978,0,2,11
Mini Icebrood Quaggan,5635.65,32501,44869,585,168,17.339928002215,0,4,11
Mini Ettin,1241.6,3003,4996,697,216,41.345321345321,0,2,11
Mini Shade,1547.15,7800,10999,524,138,19.835256410256,0,3,11
Mini Ascalonian Mage,2982.6,5002,9396,483,188,59.628148740504,0,3,11
Mini Krait Witch,36492.3,210004,289998,809,84,17.376954724672,0,5,11
Mini Seraph Recruit,1377.65,3711,5989,307,222,37.123416868769,0,3,11
Mini River Drake,1075.75,1706,3275,387,364,63.056858147714,0,2,11
Mini Skarn Darkhoof,6053.8,21134,31988,283,221,28.644837702281,0,4,11
Mini Ragar Shardhammer,5733.1,21538,32086,331,198,26.618534682886,0,4,11
Mini Wolfborn Berserker,1196,1607,3300,330,319,74.424393279403,0,2,11
Mini Wolfborn Shaman,1672.05,4100,6793,272,209,40.781707317073,0,3,11
Mini Wolfborn Hunter,1884.9,3701,6574,274,196,50.929478519319,0,3,11
Mini Frost Fang,2096.8,3501,6588,355,300,59.891459582976,0,3,11
Mini Dredge Strazar,1586.9,4101,6694,315,282,38.695440136552,0,3,11
Mini Swamp Drake,1637.55,3701,6283,276,259,44.246149689273,0,3,11
Mini Eelob Poisonfang,995.3,4101,5998,304,256,24.269690319434,0,3,11
Mini Hylek Cuicani,1467,3801,6200,369,212,38.595106550908,0,3,11
Mini Hylek Amini,1060.5,4029,5990,274,245,26.321667907669,0,3,11
Mini High Inquisitor Maut,9410.5,17031,31110,290,206,55.25512301098,0,4,11
Mini Peacemaker Shocktrooper,798,1750,3000,371,282,45.6,0,2,11
Mini Zojja,10860.85,18038,34001,459,238,60.210943563588,0,4,11
Mini Seraph Juggernaut,1044.85,1623,3141,388,372,64.377695625385,0,2,11
Mini Seraph Medic,1652.25,4028,6685,283,254,41.019116186693,0,3,11
Mini Black Moa,25993,161005,220000,301,69,16.14421912363,0,5,11
Mini Blue Moa,1685.45,13100,17397,394,104,12.866030534351,0,2,11
Mini Lynx,1291.9,6691,9394,349,312,19.308025706172,0,3,11
Mini Krait Damoss,4882.45,13303,21397,287,46,36.70187175825,0,3,11
Mini Black Wind Rider,1094.45,4001,5997,273,180,27.354411397151,0,3,11
Heavy Bag of Coins,14641.3,10005,28998,3636,30,146.33983008496,0,3,4
Ash Dye,1170.75,3498,5495,613,258,33.469125214408,0,4,3
Black Dye,12967.45,101013,134097,5883,199,12.837407066417,0,4,3
Icing Dye,1591.3,6905,9998,553,240,23.045619116582,0,4,3
Pitch Dye,605.5,3005,4250,398,289,20.149750415973,0,3,3
Dapple Dye,608.3,2703,3898,244,232,22.504624491306,0,4,3
Cocoa Dye,1095.65,2854,4649,263,145,38.389978976875,0,4,3
Royal Blue Dye,1586,3512,6000,387,221,45.159453302961,0,4,3
Ivory Dye,798,2617,4020,262,217,30.492930836836,0,4,3
Sapphire Dye,1099.45,5271,7497,254,162,20.858470878391,0,4,3
Amber Dye,811.75,3024,4515,274,119,26.843584656085,0,4,3
Emerald Dye,784.3,3037,4498,199,152,25.824827132038,0,4,3
Mithril Dye,1275.7,2532,4482,360,185,50.383096366509,0,4,3
Ceylon Dye,863.55,2503,3963,541,201,34.500599280863,0,4,3
Oil Slick Dye,686.45,2709,3997,180,122,25.339608711702,0,4,3
Pumpkin Dye,729.2,2407,3692,250,243,30.29497299543,0,4,3
Gold Dye,1760.15,16002,20899,654,264,10.999562554681,0,3,3
White Gold Dye,790,7708,10000,592,220,10.249091852621,0,4,3
Lemon Tint Dye,668.75,2504,3735,282,230,26.707268370607,0,4,3
Midnight Fire Dye,5696,35102,48000,826,346,16.226995612786,0,4,3
Midnight Ice Dye,8546.95,55802,75707,1403,289,15.316565714491,0,4,3
Iris Dye,976.95,2546,4147,254,215,38.371956009427,0,4,3
Silver Dye,1504.15,9118,12499,549,197,16.496490458434,0,4,3
Frost Dye,763.95,3354,4847,266,202,22.777280858676,0,4,3
White Dye,11528.65,90375,119889,1422,229,12.756459197787,0,4,3
Cotton Candy Dye,820.15,2407,3799,474,337,34.073535521396,0,4,3
Maroon Dye,792.35,2309,3651,320,253,34.315721091382,0,4,3
Lemonade Dye,2924.7,2311,6162,151,96,126.55560363479,0,4,3
Winter Ice Dye,640.55,2505,3703,364,290,25.570858283433,0,4,3
Blue Sky Dye,894.15,2418,3899,311,237,36.978908188586,0,4,3
Cobalt Dye,1501.1,2769,5026,268,119,54.210906464428,0,4,3
Lead Dye,653.5,3008,4310,395,214,21.72539893617,0,4,3
Purple Breeze Dye,998.45,2312,3897,494,295,43.185553633218,0,4,3
Tarnished Silver Dye,551.65,2752,3889,167,141,20.045421511628,0,4,3
Blood Dye,1456.1,7914,11026,410,194,18.399039676523,0,4,3
Illumination Dye,1019.95,5512,7687,292,158,18.504172714078,0,4,3
Guild Catapult Blueprints,23112.35,15893,45891,524,67,145.42471528346,0,1,3
Omega Siege Golem Blueprints,1337,13111,17000,247573,7871,10.197544046983,0,1,3
Superior Trebuchet Blueprints,532.15,2236,3259,4678,860,23.799194991055,0,1,3
Master's Training Manual,1887.8,2350,4988,799,453,80.331914893617,40,3,7
Grandmaster's Training Manual,2155.8,6213,9848,1082,549,34.698213423467,60,4,7
Commander's Compendium,239991.2,950000,1399992,6279,11,25.262231578947,11,2,7
Triforge Pendant,499464.3,1710532,2599998,175,11,29.199354352915,80,5,15
Emerald Pendant,219365.45,460630,799997,161,11,47.622918611467,80,5,15
Sapphire Pendant,56741.45,420529,561497,42,7,13.492874450989,80,5,15
Berserker's Amulet,10372.2,100119,129992,74,18,10.359871752614,80,5,15
Cleric's Amulet,8470.5,16254,29090,78,40,52.113325950535,80,5,15
Rampager's Amulet,2998.65,13871,19849,58,44,21.618124143897,80,5,15
Berserker's Ring,90248,145200,277000,173,6,62.154269972452,80,5,15
Rampager's Ring,7416.5,24125,37110,57,33,30.741968911917,80,5,15
Shaman's Ring,1996,6502,10000,313,138,30.698246693325,80,5,15
Berserker's Ring,1187.6,2717,4596,384,162,43.70997423629,80,4,15
Crest of the Assassin,743.3,2806,4178,1340,920,26.489665003564,80,4,17
Exquisite Coral Jewel,1073.6,5806,8096,533,273,18.491215983465,80,5,17
Superior Sigil of Blood,8978.3,16518,29998,865,151,54.3546434193,60,5,17
Superior Sigil of Perception,979.15,6753,9099,753,710,14.499481711832,60,5,17
Superior Sigil of Leeching,1127,758,2220,1375,701,148.68073878628,60,5,17
Superior Sigil of Energy,10471.9,91521,119994,381,47,11.442073403918,60,5,17
Superior Rune of the Pack,1739,11009,15000,516,464,15.796166772641,60,5,17
Superior Rune of Vampirism,1448.45,5602,8297,1195,821,25.855944305605,60,5,17
Superior Rune of Speed,3102.75,28086,36695,324,256,11.047318948943,60,5,17
Superior Rune of the Eagle,3080.15,24117,31999,703,483,12.771696313804,60,5,17
Superior Rune of Scavenging,506.4,600,1304,1993,898,84.4,60,5,17
Superior Rune of the Fire,873.8,1919,3288,1045,451,45.534132360604,60,5,17
Superior Rune of the Warrior,674,4084,5600,1144,531,16.503428011753,60,5,17
Embellished Intricate Amethyst Jewel,532.25,558,1285,1881,550,95.385304659498,20,4,17
Embellished Intricate Sunstone Jewel,569.25,453,1205,1696,718,125.66225165563,20,4,17
Embellished Gilded Carnelian Jewel,709.35,845,1831,1102,398,83.94674556213,35,4,17
Embellished Brilliant Ruby Jewel,519.1,4312,5686,635,329,12.038497217069,65,4,17
Shaman's Norn Axe of Air,650,3428,4800,884,393,18.961493582264,80,4,18
Shaman's Norn Dagger of Air,891.65,5336,7329,546,404,16.710082458771,80,4,18
Shaman's Etched Artifact of Rage,8690,55228,75200,59,33,15.734772216991,80,5,18
Shaman's Etched Avenger of Rage,7146,36202,51000,246,56,19.739240925916,80,5,18
Shaman's Etched Spear of Rage,15324.95,16622,37587,39,22,92.196787390206,80,5,18
Shaman's Etched Greatbow of Rage,11646,26602,45000,37,12,43.778663258402,80,5,18
Shaman's Etched Revolver of Rage,7498.8,41789,57988,38,30,17.944435138434,80,5,18
Shaman's Etched Blaster of Rage,6039.65,17324,27489,45,28,34.862906949896,80,5,18
Shaman's Etched Scepter of Rage,9806.15,22491,37999,45,21,43.600329020497,80,5,18
Shaman's Shaman's Etched Short Bow of Rage,4965.5,21017,30570,35,28,23.62611219489,80,5,18
Shaman's Etched Speargun of Rage,2459,17514,23500,47,38,14.040196414297,80,5,18
Shaman's Etched Blade of Rage,4647.75,31369,42375,36,24,14.8163792279,80,5,18
Shaman's Norn Blade of Air,1098,4544,6640,538,268,24.163732394366,80,4,18
Shaman's Etched Wartorch of Rage,7781.05,13716,25293,65,31,56.729731700204,80,5,18
Shaman's Etched Trident of Rage,3322.1,16197,22966,37,31,20.510588380564,80,5,18
Shaman's Etched Harbinger of Rage,10989.9,40003,59994,64,42,27.472689548284,80,5,18
Berserker's Iron Axe of Smoldering,765.15,3227,4699,517,291,23.710876975519,80,4,18
Rampager's Iron Axe of Agony,982.1,3067,4766,672,354,32.021519400065,80,4,18
Cleric's Iron Axe of Life,677.75,3141,4495,516,415,21.577523081821,80,4,18
Rampager's Iron Axe of Water,938.15,3054,4699,992,298,30.718729535036,80,4,18
Knot of Justice,5366.8,20002,29848,117,57,26.831316868313,80,5,18
Ophidian,48081.15,18301,78099,51,8,262.72416807825,80,5,18
Maw of the Damned,5921.7,55567,72342,89,75,10.656864685875,80,5,18
Berserker's Mace,5510.6,16414,25796,91,18,33.572560009748,80,5,18
Fixer Upper,11347,82066,109900,175,6,13.826676089976,80,5,18
Droknar's Forgehammer,4748.3,14441,22578,97,56,32.880686933038,80,5,18
Serpentstone,4535.8,17110,25468,67,55,26.509643483343,80,5,18
Rampager's Iron Mace of Smoldering,903.6,3001,4596,232,181,30.109963345551,80,4,18
Moonshank,10127.15,35770,53999,165,36,28.311853508527,80,5,18
Kenshi's Wing,6159.45,35367,48857,62,38,17.415811349563,80,5,18
Soulshard,10508.3,32668,50798,113,41,32.166952369291,80,5,18
Malefacterym,8631.1,32869,48826,103,50,26.259089111321,80,5,18
Ak-Muhl's Jaw,6422.7,29770,42582,141,32,21.574403762177,80,5,18
Alderune's Last Stand,15427.15,30470,53999,84,8,50.630620282245,80,5,18
Twin Sisters,8200.05,60268,80553,133,57,13.605976637685,80,5,18
Resonator,7758.7,28366,42502,76,64,27.352111683001,80,5,18
Winged Spatha,5454.5,30405,42190,48,23,17.93948363756,80,5,18
Berserker's Iron Dagger of Grawl Slaying,1617.15,4330,6999,838,214,37.347575057737,80,4,18
Cleric's Iron Dagger of Blood,2233.5,4216,7590,1130,390,52.976755218216,80,4,18
Berserker's Iron Dagger of Bloodlust,1564.15,4383,6999,921,247,35.686744239106,80,4,18
Rampager's Iron Dagger of Agony,1283.8,4875,7248,866,122,26.334358974359,80,4,18
Cleric's Iron Dagger of Bloodlust,888.35,5205,7171,541,455,17.067243035543,80,4,18
Hypnotic Scepter,10044,22509,38300,44,32,44.622151139544,80,5,18
Oikoumene,3095.05,19014,26013,144,34,16.277742715894,80,5,18
Anura,11543,27470,45900,151,25,42.020385875501,80,5,18
Coldsnap,2931.75,20012,26995,114,88,14.649960023986,80,5,18
Cleric's Iron Sword of Leeching,872.15,4650,6499,710,479,18.755913978495,80,4,18
Rampager's Iron Sword of Battle,506,5017,6500,706,418,10.085708590791,80,4,18
Kryta's Embrace,3448,20265,27900,85,60,17.014557118184,80,5,18
Grimward,3425.05,17307,24393,91,74,19.789969376553,80,5,18
Ruinmaker,8070.25,35265,50985,74,27,22.884588118531,80,5,18
Master Blaster,12626.65,18472,36589,95,12,68.355619315721,80,5,18
Venomstriker,33695,51303,100000,81,22,65.678420365281,80,5,18
Dragonshot,14053.75,20025,40095,56,17,70.18102372035,80,5,18
Gearbore,6400.15,21307,32599,31,9,30.037781010935,80,5,18
Siren's Call,3622,16606,23800,73,43,21.811393472239,80,5,18
Adder's Hiss,3817,16921,24400,98,38,22.557768453401,80,5,18
Kodanroar,9266,48107,67500,70,36,19.261230174403,80,5,18
Adam,8009.15,50468,68799,126,70,15.869759055243,80,5,18
Rampager's Soft Wood Warhorn of Fire,802.15,2935,4399,256,103,27.330494037479,80,4,18
Cleric's Soft Wood Warhorn of Corruption,583,2815,4000,300,232,20.710479573712,80,4,18
Berserker's Soft Wood Warhorn of Chilling,934.5,3101,4750,165,96,30.135440180587,80,4,18
Rampager's Soft Wood Warhorn of Debility,775.45,3011,4457,291,130,25.753902358021,80,4,18
Defiant Blaze,21192,100101,142700,95,12,21.170617676147,80,5,18
Beacon of the True Legions,4464,16104,24200,58,52,27.719821162444,80,5,18
Sun God's Gift,2460.7,16426,22222,92,49,14.980518689882,80,5,18
Cleric's Soft Wood Focus of Bloodlust,702.55,3004,4363,228,181,23.387150466045,80,4,18
Kymswarden,5889.3,36607,49998,389,46,16.087906684514,80,5,18
Ebonblade,7679,49099,66800,220,126,15.639829731766,80,5,18
Skybringer,6454.65,36901,51009,148,69,17.491802390179,80,5,18
Dhuumseal,8216.75,39003,55555,195,70,21.066969207497,80,5,18
Bramblethorne,4143.95,37017,48427,129,23,11.194721344247,80,5,18
Memory of the Sky,16366.15,35906,61499,188,43,45.580543641731,80,5,18
Emberspire,3797,37001,48000,142,45,10.261884813924,80,5,18
Silence,6393,36105,50000,127,35,17.706688824263,80,5,18
Rampager's Iron Greatsword of Grawl Slaying,1021.15,5351,7499,984,371,19.083348906746,80,4,18
Cleric's Iron Greatsword of Venom,1166.9,5201,7494,1319,193,22.436069986541,80,4,18
Rampager's Iron Greatsword of Ice,834,5199,7100,973,328,16.041546451241,80,4,18
Magmaton,6403.5,30901,43890,287,113,20.722630335588,80,5,18
Ironfist,11153,23610,40900,79,12,47.23845828039,80,5,18
Remnant of Ascalon,10701,22022,38500,54,32,48.592316774135,80,5,18
Éibhear Finn,18576.15,18821,43999,111,30,98.699059561129,80,5,18
Trosa's Short Bow,6957.3,20307,32078,54,42,34.260599793175,80,5,18
Eir's Short Bow,4938,23110,33000,172,101,21.367373431415,80,5,18
Droknar's Short Bow,9448.8,17756,32008,149,68,53.214687992791,80,5,18
Axiquiotl,7351.65,17831,29629,338,49,41.229600134597,80,5,18
Charrzooka,9770,61798,84200,312,84,15.809573125344,80,5,18
Azure Railgun,3452.75,18131,25395,117,87,19.04335116651,80,5,18
Spectral Wave Modulator,4702.15,24620,34499,78,31,19.098903330626,80,5,18
Sarraceinaceae,5029,17324,26300,74,36,29.029092588317,80,5,18
Drakestrike,3169.2,16219,22812,107,46,19.540045625501,80,5,18
The Stingray,13684.95,73002,101987,79,49,18.745993260459,80,5,18
Rampager's Iron Rifle of Corruption,1370.3,2876,4998,484,184,47.646036161335,80,4,18
Cleric's Iron Rifle of Ice,800,3023,4500,311,296,26.463777704267,80,4,18
Éibhear Dunn,5641,19517,29600,103,38,28.90300763437,80,5,18
Eir's Longbow,8016,49102,67200,225,81,16.325200602827,80,5,18
Ganadriva,5533.8,19019,28888,122,62,29.096166990904,80,5,18
Berserker's Soft Wood Longbow of Perception,989.15,3003,4699,867,492,32.938727938728,80,4,18
Rampager's Soft Wood Longbow of Serpent Slaying,652,2950,4240,508,307,22.101694915254,80,4,18
Cleric's Soft Wood Longbow of Water,813.75,3005,4495,675,245,27.079866888519,80,4,18
Berserker's Soft Wood Longbow of Perception,635.25,3107,4405,829,381,20.4457676215,80,4,18
Rampager's Soft Wood Longbow of Perception,820,3020,4520,734,401,27.152317880795,80,4,18
Cleric's Soft Wood Longbow of Smoldering,804.15,3103,4599,683,181,25.915243312923,80,4,18
Spade of the Deep,3082,16806,23400,62,29,18.338688563608,80,5,18
Nitro,2045,17503,23000,60,55,11.683711363766,80,5,18
Rampager's Black Earth Trident of Leeching,598.85,3004,4241,179,110,19.935086551265,80,4,18
Rodgort's Flame,182304.85,820269,1179501,71,19,22.225007893752,80,5,18
Reaver of the Mists,172622.65,1000281,1379889,50,15,17.257415666198,80,5,18
Phoenix Talon,161896.15,173766,394899,64,8,93.169060690814,80,5,18
Kryta's Salvation,149184.7,251267,471122,28,11,59.372977748769,80,5,18
Dreadwing,60352.9,103367,192614,168,8,58.387009393714,80,5,18
Ambrosia,10222.05,42470,61993,91,56,24.068872145044,80,5,18
Seasatchel,327797,190276,609500,125,6,172.27448548424,80,5,18
Courage,17492.35,80265,115011,65,15,21.793247368093,80,5,18
The Anomaly,120961,1111112,1449500,147,24,10.886481290815,80,5,18
Accursed Chains,37996.15,200001,279999,86,20,18.9979800101,80,5,18
Glint's Scale,5411.05,41331,54993,34,33,13.091989063899,80,5,18
Squeedily Spooch,105733,302265,480000,11,6,34.980232577374,80,5,18
Volcanus,354519.65,3510402,4546969,604,30,10.099118277622,80,5,18
Titans' Vengeance,182709.15,701288,1039999,22,9,26.053368944,80,5,18
Wall of the Mists,434475,1180268,1899700,68,12,36.811554663856,80,5,18
Melandru's Gaze,40995.3,350001,459998,22,14,11.712909391687,80,5,18
Firebringer,594727.3,1020269,1899998,149,7,58.291225157287,80,5,18
Unspoken Curse,87173,725000,955500,18,13,12.023862068966,80,5,18
Infinite Light,909995.45,8780000,11399997,441,7,10.364412870159,80,5,18
Whisperblade,239732.15,1800265,2399999,97,12,13.31649229419,80,5,18
Wintersbite,138386.15,1111111,1469999,130,20,12.454754745475,80,5,18
Ilya,253316.6,1740013,2345096,64,9,14.558316518325,80,5,18
Lyss,831233,1200265,2390000,197,11,69.254123047827,80,5,18
Flux Matrix,67766.3,210265,327098,39,9,32.228996742206,80,5,18
Mystic Artifact,14204.6,90068,122676,45,14,15.77097304259,80,5,18
Mystic Claymore,8524.75,80702,104975,249,41,10.563245024906,80,5,18
Mystic Spear,9762.05,71048,95073,71,11,13.740077130954,80,5,18
Mystic Hornbow,14426.9,78301,109094,70,16,18.424924330468,80,5,18
Mystic Pistol,23974.9,95103,140094,118,17,25.20940454034,80,5,18
Mystic Rifle,34368.4,91501,148084,109,9,37.560682396914,80,5,18
Mystic Torch,32764.5,71809,123030,81,7,45.627289058475,80,5,18
Mystic Caller,25103,65080,106100,54,16,38.572526121696,80,5,18
Mystic Speargun,24902.45,85508,129897,104,10,29.122947560462,80,5,18
Mystic Trident,27447,61495,104640,57,29,44.632896983495,80,5,18
Tear of Grenth,82870.15,430102,603499,65,12,19.267557463113,80,5,18
Pact Hornbow,7697.3,31314,45898,62,48,24.581018074982,80,4,18
Pact Needler,9426.05,28901,45093,48,37,32.61496142002,80,4,18
Pact Avenger,5329.3,18892,28498,129,46,28.209294939657,80,4,18
Pact Crusher,4776.9,31001,42094,45,43,15.408857778781,80,4,18
Pact Harpoon Gun,6613.3,33333,46998,39,14,19.840098400984,80,4,18
Pact Shotgun,5150.65,28889,40049,56,50,17.829104503444,80,4,18
Pact Scepter,9532.55,20218,35003,55,25,47.148827777228,80,4,18
Pact Tower Shield,4442.4,33333,44444,51,36,13.327333273333,80,4,18
Pact Spear,14747.2,22627,43972,55,24,65.175233128563,80,4,18
Carrion Legionnaire Axe of Rage,8360.8,27174,41808,82,48,30.767645543534,80,5,18
Carrion Legionnaire Symbol of Rage,5024.6,16305,25096,60,18,30.816314014106,80,5,18
Carrion Legionnaire Greatsword of Rage,7526.6,35903,51096,397,60,20.963707768153,80,5,18
Carrion Legionnaire Maul of Rage,8317.05,22734,36533,50,29,36.58419107944,80,5,18
Carrion Legionnaire Longbow of Rage,17718.05,12534,35593,142,29,141.35990106909,80,5,18
Legionnaire Mace,3414.9,17318,24394,42,29,19.718789698579,80,5,18
Legionnaire Sidearm,7823.15,26004,39799,52,19,30.084410090755,80,5,18
Carrion Legionnaire Bayonet of Rage,9565.45,17120,31397,88,29,55.872955607477,80,5,18
Carrion Legionnaire Short Bow of Rage,6710.6,20229,31696,112,35,33.173167235157,80,5,18
Carrion Legionnaire Speargun of Rage,5888.5,17816,27890,29,26,33.051751234845,80,5,18
Legionnaire Staff,30479.25,33800,75625,135,36,90.175295857988,80,5,18
Carrion Legionnaire Sword of Rage,5927.45,31468,43997,71,39,18.836437015381,80,5,18
Legionnaire Firebrand,2408.95,17196,23067,53,26,14.008781111886,80,5,18
Carrion Flame Cleaver of Air,852.95,3350,4947,353,221,25.461194029851,80,4,18
Carrion Flame Bow of Air,958.95,3176,4867,581,327,30.193639798489,80,4,18
Carrion Flame Speargun of Air,688,2795,4100,279,201,24.615384615385,80,4,18
Carrion Flame Warhorn of Air,921.3,2900,4498,64,52,31.768965517241,80,4,18
Carrion Tribal Axe of Rage,3802.15,19995,27999,62,41,19.015503875969,80,5,18
Carrion Tribal Dagger of Rage,11151.3,31668,50378,89,8,35.213148920045,80,5,18
Carrion Tribal Focus of Rage,4709.55,17187,25763,42,17,27.401815325537,80,5,18
Carrion Tribal Greatsword of Rage,6511.3,35900,49898,228,36,18.137325905292,80,5,18
Carrion Tribal Warhammer of Rage,7460,22288,35000,60,45,33.470926058866,80,5,18
Carrion Tribal Spear of Rage,8706.65,16918,30149,24,11,51.46382551129,80,5,18
Carrion Tribal Bow of Rage,8426.8,25561,39988,65,14,32.967411290638,80,5,18
Carrion Tribal Mace of Rage,3585.6,16894,24096,34,33,21.224103231917,80,5,18
Carrion Tribal Pistol of Rage,14790.6,27466,49716,48,28,53.850578897546,80,5,18
Carrion Tribal Rifle of Rage,5255.9,16922,26094,57,40,31.059567427018,80,5,18
Carrion Tribal Shield of Rage,39214.45,20281,69997,44,17,193.35560376707,80,5,18
Carrion Tribal Short Bow of Rage,9302,20446,35000,89,29,45.495451433043,80,5,18
Carrion Tribal Staff of Rage,17244.8,32808,58888,148,15,52.562789563521,80,5,18
Carrion Tribal Sword of Rage,9322.95,26874,42587,88,45,34.691337352088,80,5,18
Carrion Tribal Torch of Rage,8097.3,17399,29998,48,11,46.538881544916,80,5,18
Carrion Tribal Trident of Rage,2833.15,16204,22399,36,27,17.484263144902,80,5,18
Carrion Tribal Warhorn of Rage,9352.6,20392,34996,39,15,45.864064338956,80,5,18
Carrion Verdant Greatsword of Air,1570.55,5825,8703,902,523,26.962231759657,80,4,18
Carrion Verdant Blade of Air,574,5034,6600,498,446,11.402463249901,80,4,18
The Fate of Menzies,266128.7,461267,855762,27,7,57.695152698979,80,5,18
Mystic Forge Conduit,245498,2160000,2830000,1006,32,11.365648148148,0,5,7
Mystic Forge Node,48904,70094,140000,70,29,69.769167118441,0,4,3
Mystic Casing,11144.45,10101,24997,103,23,110.33016533017,0,2,16
Mystic Core,13489.6,12005,29996,394,65,112.36651395252,0,2,16
Mystic Essence,21593.05,20899,49993,1100,96,103.32097229533,0,2,16
Mystic Chest,482994.15,180003,779999,669,15,268.32561123981,0,4,4
Permanent Bank Access Contract,614483.15,4460014,5969999,1280,18,13.777605855049,0,5,4
Permanent Black Lion Merchant Contract,299996.15,2250001,2999999,895,28,13.333156296375,0,5,4
Permanent Trading Post Express Contract,270992.15,2270505,2989999,593,21,11.935324960747,0,5,4
Recipe: Superior Rune of the Mad King,54990.9,30002,99994,20,8,183.29078061463,0,5,3
Recipe: Major Rune of the Mad King,628,305,1100,1786,411,205.90163934426,0,4,3
Recipe: Superior Rune of the Mad King,34370.75,37788,84895,41,23,90.956785222822,0,5,3
Recipe: Major Rune of the Mad King,522.9,201,854,839,650,260.14925373134,0,4,3
The Mad Moon,475497,1420001,2230000,78,10,33.485680643887,80,5,18
Recipe: Gift of Spiders,782224.45,535356,1550097,81,9,146.1129510083,0,4,3
Recipe: Major Sigil of the Night,582.55,200,923,652,616,291.275,0,4,3
Recipe: Superior Sigil of the Night,10980.3,60501,84098,502,25,18.1489562156,0,5,3
Recipe: Superior Sigil of the Night,24239.5,35250,69990,483,58,68.764539007092,0,5,3
Recipe: Superior Sigil of the Night,126888.5,60101,219990,78,12,211.12543884461,0,5,3
Recipe: Gift of the Moon,952342,570006,1791000,51,17,167.07578516717,0,4,3
Gift of Souls,182489.15,880008,1249999,1992,7,20.737214888956,40,5,5
Recipe: Strawberry Ghost,765.5,1349,2490,5901,1695,56.745737583395,0,2,3
Endless Halloween Tonic,98969.5,385503,569970,831,27,25.672822260787,0,5,7
Endless Riding Clothes Tonic,2727.15,2200,5799,403,252,123.96136363636,0,4,7
Endless Khaki Clothing Tonic,3053.25,5517,10085,360,107,55.342577487765,0,4,7
Endless Designer Hoodie Clothing Tonic,63858.15,43205,125959,25,17,147.80268487444,0,4,7
Endless Silk Brocade Clothing Tonic,158181.15,200006,421399,28,9,79.088202353929,0,4,7
Endless Casual Clothing Tonic,99838,40410,165000,26,18,247.06260826528,0,4,7
Endless Striped Silk Clothing Tonic,93812.15,50515,169799,33,16,185.71147184005,0,4,7
Severed Dagger Skin,46360.25,340001,454545,89,30,13.635327543154,0,3,3
Grinning Gourd Rifle Skin,86407.9,755000,989894,2840601,66,11.444754966887,0,3,3
Deathly Pauldrons Skin,513242.75,676768,1400015,42,15,75.837325346352,0,3,3
Deathly Mantle Skin,780806.15,919191,1999999,182,11,84.94492983504,0,3,3
Deathly Shoulderpads Skin,97497,710001,950000,94,15,13.731952490208,0,3,3
Deathly Avian Shoulderpads Skin,82747,270001,415000,56,16,30.646923529913,0,3,3
Deathly Avian Mantle Skin,111946.8,471804,686768,49,47,23.727395274309,0,3,3
Deathly Avian Pauldrons Skin,33195.7,232004,312002,107,39,14.308244685436,0,3,3
Deathly Bull's Mantle Skin,423704.8,400001,969068,102,19,105.92593518516,0,3,3
Deathly Bull's Pauldrons Skin,87894.45,230001,373997,40,26,38.214812109513,0,3,3
Foefire Amulet,575.6,269,996,70,49,213.97769516729,80,3,15
Ashes of the Effigy,7261.8,20419,32568,37,33,35.563935550223,80,5,15
Koda's Gift,18898.65,38550,67589,57,27,49.02373540856,80,5,15
The Zealot's Amulet,12157,55756,79900,52,22,21.803931415453,80,5,15
Operative's Creed,10119.3,36627,54998,58,30,27.627979359489,80,5,15
Risen Spineguard,3329.25,2606,6985,198,113,127.75326170376,80,4,0
The Replicator,12073.35,46567,68991,20,18,25.926836601026,80,5,15
Apothecary's Elder Wood Longbow,3053.65,1117,4909,54,20,273.37958818263,80,3,18
Apothecary's Feathered Boots,11416,3100,17080,481,73,368.25806451613,80,3,0
Apothecary's Mithril Axe,2176.5,1213,3990,172,41,179.43116240725,80,3,18
Apothecary's Krait Battleaxe,2387,4411,8000,51,40,54.114713216958,80,4,18
Apothecary's Barbaric Pauldrons,4353.3,2018,7498,375,10,215.72348860258,80,3,0
Apothecary's Krait Recurve Bow,2974.5,4206,8450,52,21,70.720399429387,80,4,18
Apothecary's Noble Boots,1502.15,3051,5359,58,31,49.234677155031,80,4,0
Apothecary's Krait Star,2187.15,2757,5819,103,75,79.330794341676,80,4,18
Apothecary's Exalted Boots,7786,9212,20000,100,58,84.520191055145,80,5,0
Apothecary's Pearl Stinger,6226.25,18035,28545,73,48,34.523149431661,80,5,18
Apothecary's Pearl Reaver,4725.5,21189,30490,56,23,22.301665958752,80,5,18
Apothecary's Draconic Legs,6257.7,11422,20802,107,47,54.786377166871,80,5,0
Apothecary's Prowler Coat,1569,1829,4000,322,54,85.784581738655,80,3,0
Apothecary's Elder Wood Scepter,2092.9,1045,3694,82,35,200.27751196172,80,3,18
Apothecary's Gladiator Legplates,4696.15,3053,9119,41,19,153.82083196856,80,4,0
Apothecary's Feathered Vestments,5776.75,2734,10015,610,26,211.2929773226,80,3,0
Apothecary's Krait Wand,1187.9,3055,4994,102,65,38.88379705401,80,4,18
Apothecary's Krait Handgun,3540.1,4317,9246,40,13,82.003706277508,80,4,18
Apothecary's Barbaric Legplates,4397,2401,8000,620,25,183.13202832153,80,3,0
