id,name,buy,sell,supply,demand
27315,"Berserker's Soft Wood Torch",1,101,95,2
27316,"Berserker's Soft Wood Torch",92,99,1181,2452
27317,"Berserker's Soft Wood Torch",88,96,730,439
27318,"Berserker's Iron Greatsword of Perception",75072,119969,27,578
27319,"Berserker's Iron Greatsword of Serpent Slaying",25502,52000,134,100
27320,"Berserker's Iron Greatsword of Perception",19278,29499,905,229
27321,"Naga Fang",20888,34499,519,296
27322,"Rampager's Iron Greatsword of Debility",37654,69999,23,114
27323,"Rampager's Iron Greatsword of Demon Summoning",19005,29884,251,144
27324,"Rampager's Iron Greatsword of Accuracy",20215,28999,1112,261
27325,"Kymswarden",24535,34918,1041,1115
27326,"Cleric's Iron Greatsword of Rage",29595,41937,72,177
27327,"Cleric's Iron Greatsword of Perception",35755,64542,16,53
27328,"Ebonblade",31287,39887,875,218
27329,"Berserker's Iron Greatsword of Venom",33541,52301,116,284
27330,"Berserker's Iron Greatsword of Smoldering",110805,290000,10,97
27332,"Rampager's Iron Greatsword of Energy",56333,70000,29,46
27333,"Rampager's Iron Greatsword of Grawl Slaying",33338,53545,39,66
27334,"Skybringer",22916,33999,791,186
27335,"Cleric's Iron Greatsword of Blood",20416,27999,964,257
27336,"Khrysaor, the Golden Sword",38228,44000,353,180
27337,"Rampager's Iron Greatsword of Water",20818,28411,976,232
27338,"Dhuumseal",20751,32999,869,213
27339,"Mighty Iron Greatsword",328,1006,1074,1625
27340,"Mighty Iron Greatsword",98,249,929,1611
27341,"Mighty Iron Greatsword",97,275,1436,1169
27342,"Mighty Iron Greatsword",99,175,650,1239
27343,"Mighty Soft Wood Torch of Smoldering",101,148,439,2050
27344,"Precise Iron Greatsword",108,197,818,1538
27345,"Precise Iron Greatsword",94,136,201,1203
27346,"Mighty Soft Wood Torch of Ice",181,343,234,1889
27347,"Precise Iron Greatsword",98,149,276,853
27348,"Strong Soft Wood Torch of Ogre Slaying",151,372,199,749
27349,"Precise Iron Greatsword",103,200,336,450
27350,"Strong Soft Wood Torch of Accuracy",136,233,328,798
27351,"Vital Iron Greatsword",45,221,1661,2936
27352,"Honed Soft Wood Torch of Bloodlust",167,326,129,932
27353,"Vital Iron Greatsword",91,130,1017,359
27354,"Honed Soft Wood Torch of Agony",110,200,112,1037
27355,"Vital Iron Greatsword",93,190,181,370
27356,"Hearty Soft Wood Torch of Force",123,217,109,367
27357,"Vital Iron Greatsword",104,196,166,537
27358,"Strong Soft Wood Torch of Earth",86,248,274,212
27359,"Mighty Iron Greatsword",719,1217,1176,1535
27360,"Strong Soft Wood Torch of Hobbling",107,199,168,404
27361,"Mighty Iron Greatsword",104,164,1755,938
27362,"Strong Soft Wood Torch of Hobbling",149,238,272,422
27363,"Mighty Iron Greatsword",94,139,809,1276
27364,"Strong Soft Wood Torch of Grawl Slaying",0,195,303,0
27365,"Mighty Iron Greatsword",103,127,605,1782
27366,"Honed Soft Wood Torch of the Geomancer",148,248,181,1143
27367,"Strong Iron Greatsword",99,406,530,833
27368,"Honed Soft Wood Torch of Peril",153,256,178,1247
27369,"Honed Soft Wood Torch of Ogre Slaying",119,210,93,322
27370,"Strong Iron Greatsword",176,345,189,545
27371,"Strong Iron Greatsword",151,249,172,698
27372,"Honed Soft Wood Torch of Grawl Slaying",117,213,151,286
27373,"Hearty Soft Wood Torch of the Hydromancer",107,203,161,567
27374,"Strong Iron Greatsword",191,249,209,549
27375,"Honed Iron Greatsword",117,317,164,446
27376,"Hearty Soft Wood Torch of Accuracy",143,232,233,177
27377,"Hearty Soft Wood Torch of Air",0,200,248,0
27378,"Honed Iron Greatsword",182,275,287,506
27379,"Honed Iron Greatsword",173,255,121,254
27380,"Strong Soft Wood Torch of Venom",136,232,127,431
27381,"Strong Soft Wood Torch of Venom",105,120,67,1669
27382,"Honed Iron Greatsword",177,270,201,303
27383,"Hearty Iron Greatsword",158,300,94,876
27384,"Berserker's Soft Wood Torch of Earth",0,189,479,0
27385,"Hearty Iron Greatsword",166,266,109,521
27386,"Berserker's Soft Wood Torch of the Geomancer",0,178,249,0
27387,"Hearty Iron Greatsword",189,389,130,431
27388,"Berserker's Soft Wood Torch of Accuracy",0,144,274,0
27389,"Berserker's Soft Wood Torch of Force",0,156,1823,0
27390,"Hearty Iron Greatsword",167,264,121,103
27391,"Rampager's Soft Wood Torch of Ogre Slaying",0,186,349,0
27392,"Hearty Iron Greatsword",161,259,160,227
27393,"Rampager's Soft Wood Torch of Fire",0,159,279,0
27394,"Strong Iron Greatsword",171,432,179,833
27395,"Rampager's Soft Wood Torch of Accuracy",0,218,273,0
27396,"Vigorous Iron Greatsword",180,222,320,555
27397,"Rampager's Soft Wood Torch of Earth",156,157,1580,1809
27398,"Strong Iron Greatsword",184,279,130,428
27399,"Strong Iron Greatsword",172,191,122,409
27400,"Cleric's Soft Wood Torch of Air",0,212,340,0
27401,"Strong Iron Greatsword",192,270,104,237
27402,"Cleric's Soft Wood Torch of Debility",0,188,149,0
27403,"Strong Iron Greatsword",170,373,148,588
27404,"Cleric's Soft Wood Torch of Agony",0,168,1102,0
27405,"Strong Iron Greatsword",150,240,199,633
27406,"Cleric's Soft Wood Torch of Venom",0,156,1467,0
27407,"Berserker's Soft Wood Torch of Fire",0,187,287,0
27408,"Strong Iron Greatsword",200,274,245,712
27409,"Berserker's Soft Wood Torch of the Geomancer",1,191,114,3
27410,"Strong Iron Greatsword",130,260,126,246
27411,"Honed Iron Greatsword",172,271,253,652
27412,"Berserker's Soft Wood Torch of Earth",0,153,1988,0
27413,"Berserker's Soft Wood Torch of Blood",0,156,2038,0
27414,"Honed Iron Greatsword",185,202,153,514
27415,"Rampager's Soft Wood Torch of Venom",0,199,246,0
27416,"Honed Iron Greatsword",204,300,305,642
27417,"Rampager's Soft Wood Torch of Serpent Slaying",0,209,329,0
27418,"Honed Iron Greatsword",151,249,111,1324
27419,"Hearty Iron Greatsword",185,355,125,697
27420,"Rampager's Soft Wood Torch of Air",137,151,1523,137
27421,"Rampager's Soft Wood Torch of Earth",0,156,1579,0
27422,"Hearty Iron Greatsword",206,279,74,801
27423,"Hearty Iron Greatsword",115,214,131,316
27424,"Hearty Iron Greatsword",83,150,107,9
27425,"Strong Iron Greatsword",159,250,109,304
27426,"Strong Soft Wood Torch of Air",193,779,344,251
27427,"Strong Iron Greatsword",153,319,98,888
27428,"Strong Soft Wood Torch of Chilling",215,614,225,142
27429,"Strong Soft Wood Torch of Chilling",261,997,145,210
27430,"Strong Iron Greatsword",102,190,165,194
27431,"Strong Iron Greatsword",0,100,674,0
27432,"Honed Soft Wood Torch of Battle",174,1350,377,177
27433,"Honed Soft Wood Torch of Restoration",179,678,572,295
27434,"Berserker's Iron Greatsword",92,245,351,555
27435,"Honed Soft Wood Torch of the Hydromancer",509,853,547,64
27436,"Berserker's Iron Greatsword",0,122,584,0
27437,"Hearty Soft Wood Torch of Peril",609,760,349,68
27438,"Berserker's Iron Greatsword",0,106,507,0
27439,"Berserker's Iron Greatsword",0,118,1134,0
27440,"Berserker's Soft Wood Torch of Hobbling",709,1199,206,125
27441,"Berserker's Soft Wood Torch of Blood",998,2296,163,174
27442,"Berserker's Iron Greatsword",0,117,671,0
27443,"Berserker's Soft Wood Torch of Fire",1700,2999,80,308
27444,"Rampager's Iron Greatsword",105,198,111,1192
27445,"Rampager's Iron Greatsword",0,114,570,0
27446,"Berserker's Soft Wood Torch of Restoration",2099,3390,624,378
27447,"Rampager's Iron Greatsword",0,106,621,0
27448,"Rampager's Soft Wood Torch of Energy",693,1390,102,200
27449,"Rampager's Soft Wood Torch of Force",1918,3018,54,66
27450,"Rampager's Iron Greatsword",0,112,3223,0
27451,"Rampager's Iron Greatsword",0,125,2454,0
27452,"Rampager's Soft Wood Torch of Air",2105,3000,59,196
27453,"Cleric's Iron Greatsword",0,125,608,0
27454,"Rampager's Soft Wood Torch of Restoration",2023,2737,898,684
27455,"Cleric's Soft Wood Torch of Smoldering",729,1286,185,172
27456,"Cleric's Iron Greatsword",0,123,492,0
27457,"Cleric's Soft Wood Torch of Venom",2325,2998,51,166
27458,"Cleric's Iron Greatsword",0,113,1427,0
27459,"Cleric's Iron Greatsword",0,117,1296,0
27460,"Cleric's Soft Wood Torch of the Hydromancer",2185,3045,1018,447
27461,"Berserker's Iron Greatsword",1,103,270,1
27462,"Cleric's Soft Wood Torch of Peril",1672,2857,873,1001
27463,"Berserker's Iron Greatsword",0,110,662,0
27464,"Berserker's Soft Wood Torch of Peril",2203,4304,24,445
27465,"Berserker's Soft Wood Torch of Corruption",2250,2749,861,262
27466,"Berserker's Iron Greatsword",0,116,2220,0
27467,"Berserker's Soft Wood Torch of Water",2261,2706,994,469
27468,"Berserker's Iron Greatsword",0,117,3332,0
27469,"Rampager's Soft Wood Torch of the Geomancer",2069,3449,64,98
27470,"Rampager's Soft Wood Torch of Grawl Slaying",1838,2896,1124,332
27471,"Rampager's Soft Wood Torch of the Hydromancer",2234,2711,1284,622
27472,"Cleric's Soft Wood Torch of Debility",2184,2893,49,305
27473,"Cleric's Soft Wood Torch of Corruption",2215,2696,846,303
27474,"Cleric's Soft Wood Torch of Corruption",2212,2700,898,469
27475,"Berserker's Soft Wood Staff of Rage",35492,99999,17,91
27476,"Berserker's Soft Wood Staff of Perception",25327,49994,124,157
27477,"Berserker's Soft Wood Staff of Debility",8015,36588,311,98
27478,"Bramblethorne",25667,41563,482,55
27479,"Rampager's Soft Wood Staff of Stamina",31216,50903,73,83
27480,"Rampager's Soft Wood Staff of Ice",22001,37598,107,78
27481,"Rampager's Soft Wood Staff of Venom",20012,35800,217,127
27482,"Memory of the Sky",28927,41717,542,107
27483,"Cleric's Soft Wood Staff of Smoldering",26474,44595,80,125
27484,"Cleric's Soft Wood Staff of Corruption",38828,104102,9,101
27485,"Deathwish",91415,120987,151,196
27486,"Berserker's Soft Wood Staff of Grawl Slaying",30133,48500,126,137
27487,"Berserker's Soft Wood Staff of Peril",81035,225000,21,92
27489,"Mighty Iron Greatsword of Water",118,155,925,1350
27490,"Rampager's Soft Wood Staff of Chilling",21346,45690,100,33
27491,"Mighty Iron Greatsword of Force",201,289,5024,644
27492,"Strong Iron Greatsword of Bloodlust",206,299,1314,2160
27493,"Rampager's Soft Wood Staff of Perception",38222,56990,30,28
27494,"Strong Iron Greatsword of Hobbling",201,301,971,857
27495,"Emberspire",30144,41574,306,136
27496,"Cleric's Soft Wood Staff of Purity",21009,34995,293,123
27497,"Honed Iron Greatsword of Water",197,297,917,1348
27498,"Imryldyeen",100001,110001,97,186
27499,"Honed Iron Greatsword of Earth",202,295,950,1479
27500,"Rampager's Soft Wood Staff of Rage",20018,31998,335,227
27501,"Hearty Iron Greatsword of the Geomancer",166,261,791,217
27502,"Silence",26105,36005,440,68
27503,"Strong Iron Greatsword of Debility",199,295,739,193
27504,"Mighty Soft Wood Staff",113,453,2318,1761
27505,"Strong Iron Greatsword of Fire",166,263,581,168
27506,"Mighty Soft Wood Staff",100,258,870,1771
27507,"Strong Iron Greatsword of Grawl Slaying",195,290,177,872
27508,"Mighty Soft Wood Staff",96,355,358,1660
27509,"Strong Iron Greatsword of Peril",173,273,143,38
27510,"Mighty Soft Wood Staff",101,743,125,828
27511,"Honed Iron Greatsword of Peril",180,460,298,339
27512,"Precise Soft Wood Staff",85,183,871,3223
27513,"Honed Iron Greatsword of Fire",165,265,185,359
27514,"Precise Soft Wood Staff",102,219,145,941
27515,"Honed Iron Greatsword of Agony",172,271,277,208
27516,"Honed Iron Greatsword of Chilling",174,897,136,307
27517,"Precise Soft Wood Staff",93,550,276,1875
27518,"Precise Soft Wood Staff",93,475,75,779
27519,"Hearty Iron Greatsword of Chilling",169,268,143,480
27520,"Hearty Iron Greatsword of Bloodlust",168,363,82,229
27521,"Vital Soft Wood Staff",104,177,1088,2349
27522,"Hearty Iron Greatsword of Air",180,230,797,1430
27523,"Vital Soft Wood Staff",92,250,261,1351
27524,"Vital Soft Wood Staff",96,296,196,664
27525,"Strong Iron Greatsword of Blood",172,343,248,216
27526,"Vital Soft Wood Staff",112,363,106,765
27527,"Strong Iron Greatsword of Bloodlust",180,253,1159,35
27528,"Mighty Soft Wood Staff",418,988,561,878
27529,"Berserker's Iron Greatsword of Peril",187,188,633,192
27530,"Mighty Soft Wood Staff",92,192,401,1427
27531,"Berserker's Iron Greatsword of Accuracy",172,272,339,16
27532,"Berserker's Iron Greatsword of the Geomancer",0,348,266,0
27533,"Mighty Soft Wood Staff",93,303,116,911
27534,"Mighty Soft Wood Staff",124,322,160,1109
27535,"Berserker's Iron Greatsword of the Geomancer",205,233,4195,62
27536,"Strong Soft Wood Staff",191,628,203,653
27537,"Rampager's Iron Greatsword of Chilling",0,214,395,0
27538,"Strong Soft Wood Staff",217,417,128,458
27539,"Rampager's Iron Greatsword of Earth",2,280,246,2
27540,"Rampager's Iron Greatsword of Blood",230,233,3985,194
27541,"Strong Soft Wood Staff",166,500,313,654
27542,"Strong Soft Wood Staff",168,268,102,413
27543,"Cleric's Iron Greatsword of Venom",0,287,377,0
27544,"Cleric's Iron Greatsword of Blood",0,350,469,0
27545,"Honed Soft Wood Staff",205,505,132,474
27546,"Cleric's Iron Greatsword of Bloodlust",204,223,1808,219
27547,"Honed Soft Wood Staff",196,1096,32,576
27548,"Honed Soft Wood Staff",145,300,120,804
27549,"Cleric's Iron Greatsword of Blood",219,233,4476,400
27550,"Berserker's Iron Greatsword of Water",181,195,1223,5
27551,"Honed Soft Wood Staff",94,295,154,539
27552,"Berserker's Iron Greatsword of Blood",244,625,926,1409
27553,"Hearty Soft Wood Staff",226,500,141,924
27554,"Hearty Soft Wood Staff",168,2830,29,772
27555,"Berserker's Iron Greatsword of Smoldering",200,223,1893,100
27556,"Berserker's Iron Greatsword of Fire",210,233,6827,3334
27557,"Hearty Soft Wood Staff",116,392,66,579
27558,"Rampager's Iron Greatsword of Agony",175,198,219,84
27559,"Hearty Soft Wood Staff",78,147,163,561
27560,"Hearty Soft Wood Staff",115,200,120,814
27561,"Rampager's Iron Greatsword of Accuracy",2,212,207,10
27562,"Strong Soft Wood Staff",105,797,99,526
27563,"Rampager's Iron Greatsword of the Hydromancer",193,226,3153,55
27564,"Rampager's Iron Greatsword of Ogre Slaying",226,233,6177,551
27565,"Vigorous Soft Wood Staff",131,651,131,706
27566,"Strong Soft Wood Staff",155,411,162,488
27567,"Strong Soft Wood Staff",145,217,170,409
27568,"Strong Soft Wood Staff",77,333,297,1524
27569,"Strong Iron Greatsword of Agony",3916,6796,401,104
27570,"Strong Iron Greatsword of Energy",3101,4800,525,400
27571,"Strong Soft Wood Staff",68,212,132,234
27572,"Strong Soft Wood Staff",203,250,143,498
27573,"Strong Iron Greatsword of Smoldering",3201,4292,485,305
27574,"Strong Soft Wood Staff",95,189,156,837
27575,"Honed Iron Greatsword of Blood",6537,14110,298,312
27576,"Honed Iron Greatsword of Bloodlust",3497,4896,604,296
27577,"Strong Soft Wood Staff",180,209,151,647
27578,"Honed Soft Wood Staff",179,337,148,328
27579,"Honed Iron Greatsword of Battle",2708,5870,270,250
27580,"Honed Soft Wood Staff",154,254,139,226
27581,"Hearty Iron Greatsword of Ice",3086,4444,924,166
27582,"Berserker's Iron Greatsword of Restoration",5428,8427,368,231
27583,"Honed Soft Wood Staff",196,203,171,383
27584,"Honed Soft Wood Staff",94,149,180,856
27585,"Berserker's Iron Greatsword of Air",5243,7541,246,188
27586,"Hearty Soft Wood Staff",170,214,190,122
27587,"Berserker's Iron Greatsword of Bloodlust",7299,11099,148,427
27588,"Berserker's Iron Greatsword of Hobbling",3632,4895,4122,1893
27589,"Hearty Soft Wood Staff",175,193,150,547
27590,"Rampager's Iron Greatsword of Bloodlust",2394,4593,304,41
27591,"Hearty Soft Wood Staff",106,189,180,108
27592,"Hearty Soft Wood Staff",0,139,199,0
27593,"Rampager's Iron Greatsword of Ice",3314,5000,341,358
27594,"Rampager's Iron Greatsword of Blood",2101,7591,258,77
27595,"Strong Soft Wood Staff",123,221,301,225
27596,"Strong Soft Wood Staff",105,192,151,386
27597,"Rampager's Iron Greatsword of Grawl Slaying",3419,4242,2487,1156
27598,"Cleric's Iron Greatsword of Debility",1705,4506,216,63
27599,"Strong Soft Wood Staff",120,153,205,93
27600,"Strong Soft Wood Staff",96,120,283,250
27601,"Cleric's Iron Greatsword of Force",860,4453,126,210
27602,"Berserker's Soft Wood Staff",92,292,141,121
27603,"Cleric's Iron Greatsword of Perception",3013,3799,2414,704
27604,"Berserker's Soft Wood Staff",0,124,321,0
27605,"Cleric's Iron Greatsword of Venom",3525,5019,4726,1112
27606,"Berserker's Iron Greatsword of Air",12030,19039,161,297
27607,"Berserker's Soft Wood Staff",0,147,452,0
27608,"Berserker's Iron Greatsword of Life",3124,4220,3498,585
27609,"Berserker's Soft Wood Staff",145,146,1042,220
27610,"Berserker's Iron Greatsword of Air",3530,4949,3766,1793
27611,"Berserker's Soft Wood Staff",144,145,1224,326
27612,"Rampager's Iron Greatsword of Grawl Slaying",3729,5333,136,161
27613,"Rampager's Soft Wood Staff",0,450,132,0
27614,"Rampager's Iron Greatsword of Earth",3077,4477,3702,731
27615,"Rampager's Soft Wood Staff",0,144,249,0
27616,"Rampager's Soft Wood Staff",0,196,196,0
27617,"Rampager's Iron Greatsword of Ice",3526,4080,5226,1116
27618,"Cleric's Iron Greatsword of Accuracy",5102,8584,159,170
27619,"Rampager's Soft Wood Staff",120,139,969,135
27620,"Cleric's Iron Greatsword of Accuracy",3024,3821,3401,1092
27621,"Rampager's Soft Wood Staff",145,158,973,315
27622,"Cleric's Iron Greatsword of Debility",3191,4696,4441,1386
27623,"Cleric's Soft Wood Staff",0,151,400,0
27624,"Cleric's Soft Wood Staff",110,145,377,240
27625,"Cleric's Soft Wood Staff",141,165,1387,505
27626,"Cleric's Soft Wood Staff",149,154,1205,352
27627,"Berserker's Soft Wood Staff",0,140,518,0
27628,"Berserker's Iron Hammer of Air",31627,160100,12,79
27629,"Berserker's Soft Wood Staff",0,157,410,0
27630,"Berserker's Iron Hammer of Blood",17181,30000,177,206
27631,"Berserker's Soft Wood Staff",159,163,1246,505
27632,"Berserker's Iron Hammer of Fire",16847,28000,161,194
27633,"Berserker's Soft Wood Staff",145,155,864,558
27634,"The Punisher",22689,31891,290,97
27635,"Rampager's Iron Hammer of Perception",11501,49001,54,77
27636,"Rampager's Iron Hammer of Purity",18076,28225,288,113
27637,"Rampager's Iron Hammer of Ogre Slaying",15820,29018,354,90
27638,"Magmaton",37085,47284,119,175
27639,"Cleric's Iron Hammer of Accuracy",18531,39982,94,69
27640,"Cleric's Iron Hammer of Corruption",21516,32322,29,21
27641,"The Ugly Stick",32013,40000,160,207
27642,"Berserker's Iron Hammer of Energy",54812,99900,20,65
27643,"Berserker's Iron Hammer of Ogre Slaying",45693,94999,16,36
27644,"Ironfist",63102,99787,219,82
27645,"Rampager's Iron Hammer of Energy",52716,73027,42,27
27646,"Rampager's Iron Hammer of Grawl Slaying",21302,32073,35,22
27647,"The Briny Deep",99212,108612,88,104
27648,"Cleric's Iron Hammer of Stamina",13500,25100,123,96
27649,"Remnant of Ascalon",20007,26903,168,182
27650,"Rampager's Iron Hammer of Purity",15009,26690,430,386
27652,"Mighty Iron Hammer",109,445,634,1254
27653,"Mighty Iron Hammer",102,220,1387,3033
27654,"Mighty Iron Hammer",95,275,370,1303
27655,"Mighty Iron Hammer",101,1359,43,2777
27656,"Precise Iron Hammer",59,451,211,2455
27657,"Precise Iron Hammer",92,300,359,1278
27658,"Precise Iron Hammer",101,196,140,1907
27659,"Mighty Soft Wood Staff of Hobbling",102,487,253,3164
27660,"Mighty Soft Wood Staff of Fire",307,485,987,3662
27661,"Precise Iron Hammer",120,288,128,3972
27662,"Vital Iron Hammer",93,225,227,2633
27663,"Strong Soft Wood Staff of Air",311,480,410,1550
27664,"Vital Iron Hammer",101,160,63,1583
27665,"Strong Soft Wood Staff of Earth",157,347,498,595
27666,"Vital Iron Hammer",93,140,138,1619
27667,"Honed Soft Wood Staff of Ogre Slaying",181,513,270,2188
27668,"Vital Iron Hammer",110,336,125,834
27669,"Honed Soft Wood Staff of Agony",208,307,163,467
27670,"Mighty Iron Hammer",118,949,411,1745
27671,"Hearty Soft Wood Staff of Bloodlust",160,480,626,881
27672,"Mighty Iron Hammer",102,174,326,1456
27673,"Strong Soft Wood Staff of the Geomancer",197,413,360,413
27674,"Mighty Iron Hammer",100,479,146,1759
27675,"Strong Soft Wood Staff of Agony",183,264,203,97
27676,"Strong Soft Wood Staff of the Geomancer",160,1039,66,255
27677,"Mighty Iron Hammer",140,340,140,1661
27678,"Strong Soft Wood Staff of Hobbling",0,239,443,0
27679,"Strong Iron Hammer",231,339,276,434
27680,"Honed Soft Wood Staff of Ogre Slaying",205,293,335,625
27681,"Strong Iron Hammer",179,430,172,390
27682,"Honed Soft Wood Staff of Serpent Slaying",146,246,267,91
27683,"Strong Iron Hammer",131,2048,59,422
27684,"Strong Iron Hammer",158,248,161,352
27685,"Honed Soft Wood Staff of Ice",0,239,227,0
27686,"Honed Iron Hammer",91,489,181,326
27687,"Honed Soft Wood Staff of Air",0,247,255,0
27688,"Honed Iron Hammer",167,366,128,528
27689,"Hearty Soft Wood Staff of Blood",0,297,348,0
27690,"Hearty Soft Wood Staff of Ice",140,240,175,20
27691,"Honed Iron Hammer",140,396,165,511
27692,"Hearty Soft Wood Staff of the Geomancer",0,220,539,0
27693,"Honed Iron Hammer",145,245,182,725
27694,"Hearty Iron Hammer",160,344,173,693
27695,"Strong Soft Wood Staff of Water",1,368,224,1
27696,"Strong Soft Wood Staff of Debility",0,199,320,0
27697,"Hearty Iron Hammer",168,366,145,1091
27698,"Berserker's Soft Wood Staff of Smoldering",0,301,281,0
27699,"Hearty Iron Hammer",127,227,139,276
27700,"Hearty Iron Hammer",144,240,123,325
27701,"Berserker's Soft Wood Staff of Water",0,288,203,0
27702,"Hearty Iron Hammer",192,292,124,309
27703,"Berserker's Soft Wood Staff of Air",216,317,140,172
27704,"Strong Iron Hammer",159,1111,59,407
27705,"Berserker's Soft Wood Staff of Force",0,233,1986,0
27706,"Rampager's Soft Wood Staff of Corruption",0,191,736,0
27707,"Vigorous Iron Hammer",147,443,75,15
27708,"Rampager's Soft Wood Staff of Water",205,230,348,161
27709,"Strong Iron Hammer",154,343,193,724
27710,"Rampager's Soft Wood Staff of Hobbling",191,219,336,22
27711,"Strong Iron Hammer",134,234,161,587
27712,"Rampager's Soft Wood Staff of the Geomancer",199,233,1836,60
27713,"Strong Iron Hammer",181,264,175,517
27714,"Strong Iron Hammer",122,375,186,281
27715,"Cleric's Soft Wood Staff of Chilling",0,191,616,0
27716,"Strong Iron Hammer",146,319,185,988
27717,"Cleric's Soft Wood Staff of Smoldering",209,300,240,167
27718,"Cleric's Soft Wood Staff of Hobbling",190,223,3353,30
27719,"Strong Iron Hammer",177,229,159,599
27720,"Strong Iron Hammer",142,194,164,357
27721,"Cleric's Soft Wood Staff of Smoldering",1,350,931,11
27722,"Berserker's Soft Wood Staff of Serpent Slaying",0,392,200,0
27723,"Honed Iron Hammer",128,375,172,879
27724,"Berserker's Soft Wood Staff of the Hydromancer",0,487,187,0
27725,"Honed Iron Hammer",134,232,178,449
27726,"Honed Iron Hammer",149,199,157,449
27727,"Berserker's Soft Wood Staff of Air",198,223,2664,120
27728,"Berserker's Soft Wood Staff of Water",0,233,2494,0
27729,"Honed Iron Hammer",116,199,139,372
27730,"Hearty Iron Hammer",89,258,177,474
27731,"Rampager's Soft Wood Staff of the Hydromancer",198,218,435,268
27732,"Hearty Iron Hammer",171,263,163,859
27733,"Rampager's Soft Wood Staff of Air",212,260,377,191
27734,"Rampager's Soft Wood Staff of the Geomancer",213,226,2185,33
27735,"Hearty Iron Hammer",115,169,220,283
27736,"Rampager's Soft Wood Staff of Water",0,233,2079,0
27737,"Hearty Iron Hammer",0,120,267,0
27738,"Strong Iron Hammer",134,306,146,399
27739,"Strong Iron Hammer",160,205,146,292
27740,"Strong Soft Wood Staff of Agony",3502,7117,127,228
27741,"Strong Iron Hammer",109,159,136,369
27742,"Strong Soft Wood Staff of Fire",2601,4499,750,247
27743,"Strong Iron Hammer",0,140,330,0
27744,"Berserker's Iron Hammer",82,171,184,31
27745,"Strong Soft Wood Staff of Force",2306,4448,647,334
27746,"Honed Soft Wood Staff of Peril",3754,11696,184,91
27747,"Berserker's Iron Hammer",0,116,452,0
27748,"Honed Soft Wood Staff of Water",3393,4887,733,319
27749,"Berserker's Iron Hammer",0,124,555,0
27750,"Berserker's Iron Hammer",0,118,1461,0
27751,"Honed Soft Wood Staff of Grawl Slaying",258,4700,381,177
27752,"Berserker's Iron Hammer",1,117,1085,1
27753,"Hearty Soft Wood Staff of the Hydromancer",3130,4394,337,95
27754,"Berserker's Soft Wood Staff of Earth",3700,6507,472,128
27755,"Rampager's Iron Hammer",84,95,179,10
27756,"Rampager's Iron Hammer",0,116,541,0
27757,"Berserker's Soft Wood Staff of Ogre Slaying",4131,6599,311,104
27758,"Berserker's Soft Wood Staff of Blood",4412,6214,189,206
27759,"Rampager's Iron Hammer",0,122,396,0
27760,"Rampager's Iron Hammer",0,112,2037,0
27761,"Berserker's Soft Wood Staff of Accuracy",3498,4598,3060,1453
27762,"Rampager's Iron Hammer",0,117,1074,0
27763,"Rampager's Soft Wood Staff of Ogre Slaying",3853,4854,313,102
27764,"Cleric's Iron Hammer",0,121,537,0
27765,"Rampager's Soft Wood Staff of Serpent Slaying",3230,4500,140,84
27766,"Cleric's Iron Hammer",0,125,560,0
27767,"Rampager's Soft Wood Staff of Accuracy",2514,5500,293,121
27768,"Rampager's Soft Wood Staff of Corruption",3608,4686,5166,1186
27769,"Cleric's Iron Hammer",0,113,1906,0
27770,"Cleric's Iron Hammer",0,117,1834,0
27771,"Cleric's Soft Wood Staff of Battle",1891,4080,217,114
27772,"Berserker's Iron Hammer",0,118,585,0
27773,"Cleric's Soft Wood Staff of the Hydromancer",3446,4947,143,60
27774,"Berserker's Iron Hammer",109,119,328,408
27775,"Cleric's Soft Wood Staff of Force",3013,3313,2186,592
27776,"Berserker's Iron Hammer",0,116,1521,0
27777,"Cleric's Soft Wood Staff of Air",3611,4311,2206,785
27778,"Berserker's Iron Hammer",0,117,1093,0
27779,"Berserker's Soft Wood Staff of Water",5080,11490,92,91
27780,"Berserker's Soft Wood Staff of Restoration",3013,3999,4685,1464
27781,"Berserker's Soft Wood Staff of Bloodlust",3109,4605,2086,1805
27782,"Rampager's Soft Wood Staff of Fire",4076,7875,89,190
27783,"Rampager's Soft Wood Staff of Bloodlust",3018,3999,2127,372
27784,"Rampager's Soft Wood Staff of Accuracy",3444,3843,3808,1092
27785,"Cleric's Soft Wood Staff of Energy",4138,7045,191,193
27786,"Cleric's Soft Wood Staff of Energy",3012,4212,2344,768
27787,"Cleric's Soft Wood Staff of Force",3626,4944,3760,1332
27788,"Berserker's Soft Wood Short Bow of Nullification",8912,14512,70,128
27789,"Berserker's Soft Wood Short Bow of Perception",8705,16580,143,49
27790,"Berserker's Soft Wood Short Bow of Chilling",8641,15638,209,103
27791,"Éibhear Finn",12469,20353,260,131
27792,"Rampager's Soft Wood Short Bow of Corruption",8503,18494,101,79
27793,"Rampager's Soft Wood Short Bow of Rage",9502,16583,139,61
27794,"Rampager's Soft Wood Short Bow of Water",10204,17540,143,53
27795,"Bow of the Pale Stag",92525,112518,82,255
27796,"Cleric's Soft Wood Short Bow of Nullification",11389,22556,29,57
27797,"Cleric's Soft Wood Short Bow of Venom",9101,24322,56,26
27798,"Trosa's Short Bow",8654,17986,189,136
27799,"Berserker's Soft Wood Short Bow of Stamina",6031,17999,62,42
27800,"Berserker's Soft Wood Short Bow of Battle",23831,33820,48,110
